URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,21.0,35.0,-0.24999999553571436,0.051094890464329475,28.36842105263158,10.760667903525047,15.65163558246265,28.36842105263158,116.0,1096.0,1.463821892393321,"{'I': 10, 'us': 23, 'we': 18, 'my': 1}",2.5574817518248176
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,1.0,0.0,0.9999990000010001,0.007407407352537723,34.0,16.176470588235293,20.070588235294117,34.0,22.0,135.0,1.6544117647058822,"{'I': 5, 'my': 1, 'we': 2, 'us': 2}",4.103703703703704
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,13.0,3.0,0.6249999609375024,0.029357798111270095,19.321428571428573,11.275415896487985,12.238737787166624,19.321428571428573,61.0,545.0,1.5046210720887245,"{'I': 19, 'us': 12, 'we': 6}",2.979816513761468
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,29.0,56.0,-0.31764705508650526,0.08919202509003984,29.838709677419356,16.864864864864863,18.68142981691369,29.838709677419356,156.0,953.0,1.625945945945946,"{'I': 12, 'us': 23, 'we': 14, 'my': 2, 'ours': 1}",3.359916054564533
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,30.0,26.0,0.07142857015306125,0.07650273213592523,24.333333333333332,7.808219178082192,12.856621004566211,24.333333333333332,57.0,732.0,1.336986301369863,"{'us': 25, 'we': 33, 'I': 12, 'my': 4, 'ours': 1}",2.1065573770491803
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,6.0,40.0,-0.7391304187145562,0.04376784011059196,21.638297872340427,15.929203539823009,15.027000564865375,21.638297872340427,162.0,1051.0,1.5693215339233038,"{'I': 23, 'us': 26, 'we': 4, 'my': 1, 'ours': 2}",3.523311132254995
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,16.0,33.0,-0.3469387684298211,0.04716073142717927,19.75,16.066212268743914,14.326484907497566,19.75,165.0,1039.0,1.649464459591042,"{'us': 59, 'I': 15, 'we': 6, 'ours': 1}",3.39172281039461
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,33.0,53.0,-0.23255813683071935,0.08120868736429773,19.150943396226417,16.45320197044335,14.241658146667909,19.150943396226417,167.0,1059.0,1.6413793103448275,"{'I': 20, 'us': 22, 'we': 5, 'my': 2, 'ours': 4}",3.591123701605288
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,17.0,21.0,-0.10526315512465383,0.0466830466256965,23.470588235294116,17.418546365914786,16.355653840483562,23.470588235294116,139.0,814.0,1.655388471177945,"{'us': 32, 'I': 16, 'we': 8}",3.151105651105651
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,2.0,0.0,0.99999950000025,0.09999999500000024,19.0,21.052631578947366,16.02105263157895,19.0,4.0,20.0,1.5263157894736843,{'I': 1},2.9
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,22.0,39.0,-0.2786885200214997,0.03976531940041374,24.639344262295083,17.232202262142383,16.748618609774987,24.639344262295083,259.0,1534.0,1.6320691949434465,"{'I': 39, 'us': 32, 'my': 6, 'we': 10}",3.561929595827901
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,26.0,26.0,0.0,0.057777777713580246,79.72727272727273,7.98175598631699,35.08361148543589,79.72727272727273,70.0,900.0,1.322690992018244,"{'I': 16, 'us': 13, 'ours': 1, 'we': 31, 'my': 7}",2.378888888888889
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,,,,,,,,,,,,,
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,7.0,23.0,-0.5333333155555561,0.09433962234484396,20.866666666666667,14.057507987220447,13.969669861554847,20.866666666666667,44.0,318.0,1.5750798722044728,"{'us': 13, 'I': 6}",3.1666666666666665
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,10.0,14.0,-0.1666666597222225,0.06936416164923653,22.533333333333335,21.597633136094675,17.652386587771204,22.533333333333335,73.0,346.0,1.7633136094674555,"{'us': 21, 'I': 11, 'we': 2}",3.9739884393063583
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,,,,,,,,,,,,,
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,35.0,65.0,-0.299999997,0.061996280184751215,25.365079365079364,9.51188986232791,13.95078769096291,25.365079365079364,152.0,1613.0,1.4098873591989987,"{'I': 24, 'my': 10, 'we': 19, 'us': 48, 'ours': 3}",2.2895226286422816
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,32.0,69.0,-0.366336630036271,0.05882352937750522,19.951807228915662,14.975845410628018,13.971061055817472,19.951807228915662,248.0,1717.0,1.5791062801932367,"{'I': 54, 'us': 52, 'my': 11, 'we': 16}",3.1834595224228304
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,41.0,85.0,-0.34920634643487025,0.06892778989664781,23.946666666666665,14.699331848552339,15.458399406087603,23.946666666666665,264.0,1828.0,1.5801781737193763,"{'my': 5, 'us': 40, 'I': 31, 'we': 24, 'ours': 2}",3.225929978118162
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,10.0,17.0,-0.2592592496570648,0.06633906617607109,28.357142857142858,16.120906801007557,17.791219863260164,28.357142857142858,64.0,407.0,1.5969773299748111,"{'I': 14, 'us': 12, 'my': 3, 'we': 6}",3.108108108108108
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,57.0,19.0,0.4999999934210527,0.04101457094386693,29.063492063492063,19.825232113599125,19.55548967083648,29.063492063492063,363.0,1853.0,1.6854178044784272,"{'we': 25, 'I': 22, 'us': 22, 'my': 3, 'ours': 1}",3.409066378845116
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,17.0,25.0,-0.1904761859410432,0.04844290651852029,25.545454545454547,15.06524317912218,16.24427908983069,25.545454545454547,127.0,867.0,1.597864768683274,"{'I': 25, 'we': 10, 'us': 7, 'my': 2}",3.241061130334487
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,24.0,67.0,-0.472527467334863,0.09127382137284472,24.0,18.854166666666668,17.14166666666667,24.0,181.0,997.0,1.6822916666666667,"{'I': 19, 'us': 21, 'we': 9, 'my': 2}",3.5496489468405215
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,8.0,17.0,-0.35999998560000057,0.08503401331621084,19.4,17.525773195876287,14.770309278350517,19.4,51.0,294.0,1.5876288659793814,"{'us': 4, 'I': 3, 'we': 5}",3.1020408163265305
